Time,X,Y,Z,DCH01-01,DCH01-02,DCH01-03,DCH01-04,DCH01-05,DCH01-06,DCH01-07,DCH01-08,DCH02-01,DCH02-02,DCH02-03,DCH02-04,DCH02-05,DCH02-06,DCH02-07,DCH02-08,DCH03-01,DCH03-02,DCH03-03,DCH03-04,DCH03-05,DCH03-06,DCH03-07,DCH03-08,DCH04-01,DCH04-02,DCH04-03,DCH04-04,DCH04-05,DCH04-06,DCH04-07,DCH04-08,DCH05-01,DCH05-02,DCH05-03,DCH05-04,DCH05-05,DCH05-06,DCH05-07,DCH05-08,DCH06-01,DCH06-02,DCH06-03,DCH06-04,DCH06-05,DCH06-06,DCH06-07,DCH06-08,DCH07-01,DCH07-02,DCH07-03,DCH07-04
0:00:04,0.015,-0.004,0.012,24.68,24.81,24.68,25.25,25.18,25.12,24.87,24.87,24.93,24.81,24.81,25.06,25,25.06,25.06,25.06,24.75,24.81,24.62,24.93,25,24.81,24.68,24.81,24.93,24.62,24.31,24.75,24.93,24.93,24.75,25.12,24.81,24.75,24.81,24.93,24.87,24.75,24.87,25,24.68,24.56,24.62,24.56,24.81,24.75,24.87,24.87,24.62,25.06,24.81,24.68
0:00:34,0.015,-0.004,0.012,24.68,24.81,24.68,25.25,25.18,25.06,24.87,24.87,24.93,24.81,24.81,25.06,25,25.12,25,25.06,24.75,24.81,24.62,24.93,25,24.81,24.68,24.81,24.93,24.62,24.31,24.68,24.93,24.93,24.75,25.12,24.81,24.75,24.81,24.93,24.87,24.75,24.87,25,24.68,24.56,24.62,24.56,24.81,24.75,24.87,24.87,24.62,25.06,24.81,24.62
0:01:04,0.015,-0.004,0.013,24.68,24.81,24.68,25.25,25.18,25.06,24.87,24.87,24.93,24.81,24.81,25.06,24.93,25.06,25,25.06,24.75,24.81,24.62,24.93,25,24.81,24.68,24.81,24.93,24.62,24.31,24.68,24.93,24.93,24.75,25.12,24.81,24.75,24.81,24.93,24.87,24.68,24.81,25,24.68,24.56,24.62,24.56,24.81,24.75,24.87,24.87,24.62,25.06,24.81,24.62
0:01:34,0.016,-0.005,0.011,24.68,24.81,24.68,25.25,25.18,25.06,24.87,24.87,24.93,24.81,24.81,25.06,24.93,25.12,25,25.06,24.75,24.81,24.62,24.93,25,24.81,24.68,24.81,24.93,24.62,24.31,24.68,24.93,24.93,24.75,25.12,24.81,24.75,24.81,24.93,24.87,24.75,24.87,25,24.68,24.5,24.62,24.56,24.81,24.75,24.87,24.87,24.62,25.06,24.81,24.62
0:02:04,0.015,-0.005,0.009,24.68,24.81,24.68,25.25,25.18,25.06,24.87,24.87,24.93,24.81,24.81,25.06,24.93,25.06,25,25.06,24.75,24.81,24.62,24.93,25,24.81,24.68,24.81,24.93,24.62,24.31,24.68,24.93,24.93,24.75,25.12,24.81,24.75,24.81,24.93,24.87,24.68,24.81,25,24.68,24.56,24.62,24.56,24.81,24.75,24.87,24.87,24.62,25.06,24.81,24.62
0:02:34,0.015,-0.005,0.012,24.68,24.87,24.68,25.25,25.18,25.06,24.87,24.87,24.93,24.81,24.81,25.06,24.93,25.12,25.06,25.06,24.75,24.81,24.62,24.93,25,24.81,24.68,24.81,24.93,24.62,24.31,24.68,24.93,24.93,24.75,25.12,24.81,24.75,24.81,24.93,24.87,24.75,24.81,25,24.68,24.56,24.62,24.56,24.81,24.75,24.87,24.87,24.62,25.06,24.81,24.62
0:03:04,0.015,-0.005,0.012,24.68,24.81,24.68,25.25,25.18,25.06,24.87,24.87,24.93,24.81,24.81,25.06,24.93,25.12,25.06,25.06,24.75,24.81,24.68,24.93,25,24.81,24.68,24.81,24.93,24.62,24.25,24.68,24.93,24.93,24.75,25.12,24.81,24.75,24.81,24.93,24.87,24.68,24.81,25,24.68,24.56,24.62,24.56,24.81,24.75,24.87,24.87,24.62,25.06,24.81,24.62
0:03:34,0.015,-0.005,0.012,24.68,24.87,24.68,25.18,25.18,25.06,24.87,24.87,24.93,24.81,24.81,25.06,24.93,25.12,25,25.06,24.75,24.81,24.62,24.93,25,24.81,24.68,24.81,24.87,24.62,24.25,24.68,24.93,24.93,24.75,25.12,24.81,24.75,24.75,24.93,24.81,24.75,24.81,25,24.68,24.56,24.62,24.56,24.81,24.75,24.87,24.87,24.62,25,24.81,24.62
0:04:04,0.016,-0.005,0.011,24.68,24.81,24.68,25.25,25.18,25.06,24.87,24.87,24.93,24.81,24.81,25.06,24.93,25.06,25,25.06,24.68,24.81,24.68,24.93,25,24.81,24.68,24.81,24.87,24.56,24.25,24.68,24.93,24.93,24.75,25.12,24.81,24.75,24.75,24.93,24.87,24.68,24.81,25,24.68,24.56,24.62,24.56,24.81,24.75,24.81,24.87,24.62,25.06,24.81,24.62
0:04:34,0.015,-0.006,0.012,24.68,24.81,24.68,25.25,25.18,25.06,24.87,24.87,24.93,24.81,24.81,25.06,24.93,25.12,25,25.06,24.68,24.81,24.68,24.93,25,24.81,24.68,24.81,24.93,24.62,24.25,24.68,24.93,24.93,24.75,25.12,24.81,24.75,24.75,24.93,24.81,24.68,24.81,25,24.68,24.56,24.62,24.56,24.81,24.75,24.87,24.87,24.56,25,24.81,24.62
