Time,X,Y,Z,DCH01-01,DCH01-02,DCH01-03,DCH01-04,DCH01-05,DCH01-06,DCH01-07,DCH01-08,DCH02-01,DCH02-02,DCH02-03,DCH02-04,DCH02-05,DCH02-06,DCH02-07,DCH02-08,DCH03-01,DCH03-02,DCH03-03,DCH03-04,DCH03-05,DCH03-06,DCH03-07,DCH03-08,DCH04-01,DCH04-02,DCH04-03,DCH04-04,DCH04-05,DCH04-06,DCH04-07,DCH04-08,DCH05-01,DCH05-02,DCH05-03,DCH05-04,DCH05-05,DCH05-06,DCH05-07,DCH05-08,DCH06-01,DCH06-02,DCH06-03,DCH06-04,DCH06-05,DCH06-06,DCH06-07,DCH06-08,DCH07-01,DCH07-02,DCH07-03,DCH07-04
0:10:26,-4.878,-2.202,-0.123,26.25,26.37,26.25,26.81,26.75,26.75,26.68,26.75,26.5,26.31,26.37,26.62,26.56,26.81,26.81,26.93,26.25,26.37,26.18,26.5,26.62,26.5,26.5,26.68,26.5,26.18,25.93,26.37,26.62,26.68,26.56,26.93,26.37,26.31,26.37,26.56,26.5,26.43,26.62,26.81,26.25,26.12,26.25,26.18,26.5,26.5,26.68,26.75,26.12,26.62,26.37,26.25
0:10:56,-4.878,-2.203,-0.123,26.25,26.37,26.25,26.81,26.75,26.75,26.62,26.75,26.43,26.31,26.37,26.62,26.56,26.81,26.81,26.93,26.25,26.37,26.18,26.5,26.62,26.5,26.5,26.68,26.5,26.18,25.93,26.37,26.62,26.68,26.56,26.93,26.37,26.31,26.37,26.56,26.5,26.5,26.62,26.87,26.25,26.12,26.18,26.18,26.5,26.5,26.68,26.75,26.12,26.62,26.37,26.18
0:11:26,-4.878,-2.202,-0.124,26.25,26.37,26.25,26.81,26.75,26.75,26.68,26.75,26.5,26.31,26.37,26.62,26.56,26.81,26.81,26.93,26.25,26.37,26.18,26.5,26.62,26.5,26.5,26.68,26.5,26.18,25.93,26.37,26.62,26.68,26.56,26.93,26.43,26.31,26.37,26.56,26.5,26.5,26.62,26.87,26.25,26.12,26.25,26.18,26.5,26.5,26.68,26.75,26.18,26.62,26.37,26.18
0:11:56,-4.877,-2.203,-0.123,26.25,26.37,26.25,26.81,26.75,26.75,26.62,26.75,26.5,26.31,26.37,26.62,26.56,26.81,26.81,26.93,26.25,26.37,26.18,26.5,26.62,26.5,26.5,26.68,26.5,26.18,25.93,26.37,26.62,26.68,26.56,26.93,26.37,26.31,26.37,26.56,26.5,26.43,26.62,26.87,26.25,26.12,26.25,26.18,26.5,26.5,26.68,26.75,26.12,26.56,26.37,26.18
0:12:26,-4.878,-2.202,-0.123,26.25,26.37,26.18,26.81,26.75,26.75,26.62,26.75,26.43,26.31,26.37,26.62,26.56,26.81,26.81,26.93,26.25,26.37,26.18,26.5,26.62,26.5,26.5,26.68,26.43,26.18,25.93,26.37,26.62,26.68,26.56,26.93,26.37,26.31,26.37,26.56,26.5,26.43,26.62,26.81,26.25,26.12,26.25,26.18,26.5,26.5,26.68,26.75,26.18,26.62,26.31,26.18
0:12:56,-4.877,-2.203,-0.124,26.25,26.37,26.25,26.81,26.75,26.75,26.68,26.75,26.5,26.31,26.37,26.62,26.56,26.81,26.81,26.93,26.25,26.37,26.18,26.5,26.62,26.5,26.5,26.68,26.5,26.18,25.93,26.37,26.62,26.68,26.56,26.93,26.37,26.31,26.37,26.56,26.5,26.5,26.62,26.87,26.25,26.12,26.25,26.18,26.5,26.5,26.68,26.75,26.18,26.56,26.37,26.18
0:13:26,-4.878,-2.202,-0.123,26.25,26.37,26.18,26.81,26.75,26.75,26.62,26.75,26.43,26.31,26.37,26.62,26.56,26.81,26.81,26.93,26.25,26.37,26.18,26.5,26.62,26.5,26.5,26.68,26.5,26.18,25.93,26.37,26.62,26.68,26.56,26.93,26.37,26.31,26.37,26.56,26.5,26.43,26.62,26.81,26.25,26.12,26.18,26.18,26.5,26.5,26.68,26.75,26.18,26.62,26.37,26.25
0:13:56,-4.878,-2.203,-0.123,26.25,26.37,26.25,26.81,26.75,26.75,26.62,26.75,26.5,26.31,26.37,26.62,26.56,26.81,26.81,26.93,26.25,26.37,26.18,26.5,26.62,26.5,26.5,26.68,26.5,26.18,25.93,26.37,26.62,26.68,26.56,26.93,26.37,26.31,26.37,26.56,26.5,26.43,26.62,26.81,26.18,26.12,26.18,26.18,26.5,26.5,26.62,26.75,26.18,26.62,26.31,26.18
0:14:26,-4.877,-2.202,-0.122,26.25,26.37,26.25,26.81,26.75,26.75,26.62,26.75,26.43,26.31,26.37,26.62,26.56,26.81,26.81,26.93,26.25,26.37,26.18,26.5,26.62,26.5,26.5,26.68,26.5,26.18,25.93,26.37,26.62,26.68,26.56,26.93,26.37,26.31,26.37,26.56,26.5,26.43,26.62,26.81,26.25,26.12,26.18,26.18,26.5,26.43,26.68,26.75,26.18,26.62,26.37,26.18
0:14:56,-4.878,-2.202,-0.123,26.25,26.37,26.18,26.81,26.75,26.75,26.62,26.75,26.43,26.31,26.37,26.62,26.56,26.81,26.81,26.93,26.25,26.37,26.18,26.5,26.62,26.5,26.5,26.68,26.43,26.18,25.93,26.37,26.62,26.62,26.56,26.93,26.37,26.31,26.37,26.56,26.5,26.43,26.62,26.81,26.25,26.12,26.18,26.18,26.5,26.5,26.62,26.75,26.12,26.62,26.37,26.18
0:15:26,-4.878,-2.204,-0.123,26.25,26.37,26.25,26.81,26.75,26.75,26.62,26.75,26.5,26.31,26.37,26.62,26.56,26.81,26.81,26.93,26.25,26.37,26.18,26.5,26.62,26.5,26.5,26.62,26.5,26.18,25.93,26.31,26.62,26.68,26.56,26.93,26.37,26.31,26.37,26.56,26.5,26.43,26.62,26.81,26.25,26.12,26.18,26.18,26.5,26.43,26.68,26.75,26.18,26.62,26.37,26.18
0:15:56,-4.877,-2.203,-0.123,26.25,26.37,26.25,26.81,26.75,26.75,26.62,26.75,26.43,26.31,26.37,26.62,26.56,26.81,26.81,26.93,26.25,26.37,26.18,26.5,26.62,26.5,26.5,26.68,26.5,26.18,25.93,26.37,26.62,26.62,26.56,26.93,26.37,26.31,26.37,26.56,26.5,26.43,26.62,26.81,26.25,26.12,26.18,26.18,26.5,26.43,26.62,26.75,26.18,26.62,26.37,26.18
0:16:26,-4.878,-2.203,-0.123,26.25,26.37,26.18,26.81,26.75,26.75,26.62,26.75,26.43,26.31,26.37,26.62,26.56,26.81,26.81,26.93,26.25,26.37,26.18,26.5,26.62,26.5,26.5,26.68,26.43,26.18,25.87,26.31,26.62,26.68,26.56,26.93,26.37,26.31,26.37,26.56,26.5,26.43,26.62,26.81,26.25,26.12,26.18,26.18,26.5,26.43,26.68,26.75,26.18,26.62,26.31,26.18
0:16:56,-4.878,-2.203,-0.123,26.25,26.37,26.18,26.81,26.75,26.75,26.62,26.75,26.43,26.31,26.31,26.62,26.56,26.81,26.81,26.93,26.25,26.37,26.18,26.5,26.62,26.5,26.5,26.62,26.43,26.18,25.93,26.31,26.62,26.62,26.56,26.93,26.37,26.31,26.37,26.56,26.5,26.43,26.62,26.81,26.18,26.12,26.18,26.18,26.5,26.43,26.68,26.75,26.18,26.62,26.31,26.18
0:17:26,-4.877,-2.203,-0.123,26.25,26.37,26.25,26.81,26.75,26.75,26.62,26.75,26.43,26.31,26.37,26.62,26.56,26.81,26.81,26.93,26.25,26.37,26.18,26.5,26.62,26.5,26.5,26.68,26.43,26.12,25.93,26.37,26.62,26.68,26.5,26.93,26.37,26.31,26.37,26.56,26.5,26.43,26.62,26.81,26.18,26.12,26.18,26.18,26.5,26.43,26.62,26.75,26.18,26.62,26.37,26.25
0:17:56,-4.878,-2.203,-0.123,26.25,26.37,26.18,26.81,26.75,26.75,26.62,26.68,26.43,26.31,26.37,26.62,26.56,26.81,26.81,26.93,26.25,26.37,26.18,26.5,26.62,26.5,26.5,26.68,26.43,26.18,25.93,26.31,26.62,26.68,26.56,26.93,26.37,26.31,26.37,26.56,26.5,26.43,26.62,26.81,26.18,26.12,26.18,26.18,26.5,26.43,26.68,26.75,26.18,26.56,26.37,26.18
0:18:26,-4.877,-2.202,-0.123,26.25,26.31,26.25,26.81,26.75,26.75,26.62,26.75,26.43,26.31,26.37,26.62,26.56,26.81,26.81,26.93,26.25,26.37,26.18,26.5,26.62,26.5,26.5,26.62,26.43,26.18,25.93,26.31,26.62,26.62,26.5,26.93,26.37,26.31,26.37,26.56,26.5,26.43,26.62,26.81,26.18,26.12,26.18,26.18,26.5,26.43,26.62,26.75,26.18,26.56,26.31,26.18
0:18:56,-4.877,-2.203,-0.123,26.25,26.31,26.18,26.81,26.75,26.75,26.62,26.68,26.43,26.31,26.31,26.62,26.56,26.81,26.81,26.93,26.25,26.37,26.18,26.5,26.62,26.5,26.5,26.68,26.43,26.12,25.87,26.31,26.62,26.62,26.56,26.93,26.37,26.31,26.37,26.56,26.5,26.43,26.62,26.81,26.18,26.12,26.18,26.18,26.5,26.43,26.62,26.75,26.18,26.56,26.31,26.18
0:19:26,-4.878,-2.203,-0.124,26.25,26.37,26.18,26.81,26.75,26.75,26.62,26.68,26.43,26.31,26.31,26.62,26.56,26.81,26.81,26.93,26.25,26.31,26.18,26.5,26.62,26.5,26.5,26.62,26.5,26.18,25.93,26.31,26.62,26.68,26.5,26.93,26.37,26.31,26.37,26.56,26.5,26.43,26.62,26.81,26.18,26.12,26.18,26.18,26.5,26.5,26.62,26.75,26.18,26.56,26.31,26.18
0:19:56,-4.878,-2.202,-0.123,26.25,26.31,26.18,26.75,26.75,26.75,26.62,26.75,26.43,26.31,26.37,26.62,26.56,26.75,26.81,26.93,26.25,26.37,26.18,26.5,26.62,26.5,26.5,26.62,26.43,26.18,25.93,26.31,26.62,26.62,26.56,26.93,26.37,26.31,26.37,26.56,26.5,26.43,26.62,26.81,26.18,26.12,26.18,26.18,26.43,26.43,26.62,26.75,26.18,26.56,26.31,26.18
0:20:26,-4.878,-2.202,-0.123,26.25,26.37,26.18,26.75,26.75,26.75,26.62,26.68,26.43,26.31,26.31,26.62,26.56,26.81,26.81,26.93,26.25,26.37,26.18,26.5,26.62,26.5,26.5,26.62,26.43,26.18,25.93,26.31,26.62,26.62,26.5,26.93,26.37,26.31,26.37,26.56,26.5,26.43,26.62,26.81,26.18,26.12,26.18,26.18,26.5,26.43,26.62,26.75,26.18,26.5,26.31,26.18
0:20:56,-4.878,-2.203,-0.123,26.18,26.31,26.18,26.81,26.75,26.75,26.62,26.75,26.43,26.31,26.31,26.62,26.56,26.81,26.81,26.93,26.25,26.37,26.18,26.5,26.62,26.5,26.5,26.62,26.43,26.18,25.93,26.31,26.62,26.62,26.56,26.93,26.37,26.31,26.37,26.56,26.5,26.43,26.62,26.81,26.18,26.12,26.18,26.18,26.43,26.43,26.62,26.75,26.18,26.5,26.31,26.18
0:21:26,-4.878,-2.203,-0.123,26.18,26.31,26.18,26.81,26.75,26.75,26.62,26.68,26.43,26.31,26.31,26.62,26.56,26.81,26.81,26.93,26.25,26.37,26.18,26.5,26.62,26.5,26.5,26.62,26.5,26.12,25.93,26.31,26.62,26.62,26.5,26.93,26.37,26.31,26.37,26.56,26.5,26.43,26.62,26.81,26.18,26.12,26.18,26.18,26.43,26.43,26.62,26.75,26.18,26.5,26.37,26.18
0:21:56,-4.878,-2.203,-0.123,26.18,26.31,26.18,26.81,26.75,26.75,26.62,26.68,26.43,26.31,26.37,26.62,26.56,26.81,26.81,26.93,26.25,26.31,26.18,26.5,26.62,26.5,26.5,26.62,26.43,26.12,25.93,26.31,26.62,26.62,26.5,26.93,26.37,26.31,26.37,26.56,26.5,26.43,26.62,26.81,26.25,26.12,26.18,26.18,26.43,26.43,26.62,26.75,26.18,26.5,26.37,26.18
0:22:26,-4.877,-2.203,-0.123,26.18,26.31,26.18,26.75,26.75,26.75,26.62,26.68,26.43,26.31,26.31,26.62,26.56,26.81,26.81,26.93,26.25,26.37,26.18,26.5,26.62,26.5,26.43,26.62,26.43,26.18,25.93,26.31,26.62,26.62,26.5,26.93,26.37,26.25,26.37,26.56,26.5,26.43,26.62,26.81,26.18,26.12,26.18,26.18,26.43,26.43,26.62,26.75,26.18,26.56,26.31,26.18
0:22:56,-4.878,-2.203,-0.124,26.25,26.31,26.18,26.75,26.75,26.75,26.62,26.68,26.43,26.31,26.31,26.62,26.56,26.81,26.81,26.93,26.25,26.37,26.18,26.5,26.62,26.5,26.43,26.62,26.43,26.18,25.93,26.31,26.62,26.62,26.5,26.93,26.37,26.31,26.37,26.56,26.5,26.43,26.62,26.81,26.18,26.12,26.18,26.18,26.43,26.43,26.62,26.75,26.12,26.56,26.31,26.18
0:23:26,-4.878,-2.203,-0.123,26.18,26.31,26.18,26.75,26.75,26.75,26.62,26.68,26.43,26.31,26.31,26.62,26.56,26.81,26.81,26.87,26.25,26.31,26.18,26.5,26.62,26.5,26.5,26.62,26.5,26.12,25.93,26.31,26.62,26.62,26.5,26.93,26.37,26.31,26.37,26.56,26.5,26.43,26.62,26.81,26.18,26.12,26.18,26.18,26.5,26.43,26.62,26.75,26.12,26.56,26.31,26.18
0:23:56,-4.878,-2.203,-0.123,26.25,26.31,26.18,26.81,26.75,26.75,26.62,26.68,26.43,26.31,26.31,26.62,26.56,26.81,26.81,26.93,26.25,26.37,26.18,26.5,26.62,26.5,26.43,26.62,26.5,26.18,25.93,26.31,26.62,26.62,26.5,26.93,26.37,26.31,26.37,26.56,26.5,26.43,26.62,26.81,26.18,26.12,26.18,26.18,26.43,26.43,26.62,26.75,26.18,26.56,26.31,26.18
0:24:26,-4.878,-2.203,-0.122,26.25,26.31,26.18,26.81,26.75,26.75,26.62,26.68,26.43,26.31,26.31,26.62,26.56,26.81,26.81,26.93,26.25,26.37,26.18,26.5,26.62,26.5,26.43,26.62,26.43,26.18,25.93,26.31,26.56,26.62,26.5,26.93,26.37,26.31,26.37,26.56,26.5,26.43,26.62,26.81,26.18,26.12,26.18,26.18,26.5,26.43,26.62,26.75,26.12,26.56,26.31,26.18
0:24:56,-4.878,-2.203,-0.122,26.18,26.31,26.18,26.81,26.75,26.75,26.62,26.68,26.43,26.31,26.31,26.62,26.56,26.81,26.81,26.87,26.25,26.31,26.18,26.5,26.62,26.5,26.43,26.62,26.43,26.12,25.93,26.31,26.62,26.62,26.5,26.93,26.37,26.31,26.37,26.56,26.5,26.43,26.62,26.81,26.18,26.12,26.18,26.18,26.43,26.43,26.62,26.75,26.18,26.56,26.31,26.18
0:25:26,-4.878,-2.203,-0.124,26.18,26.31,26.18,26.75,26.75,26.75,26.62,26.68,26.43,26.31,26.31,26.62,26.56,26.81,26.81,26.87,26.25,26.37,26.18,26.5,26.62,26.5,26.43,26.62,26.43,26.18,25.93,26.31,26.62,26.62,26.5,26.93,26.37,26.31,26.37,26.56,26.5,26.43,26.62,26.81,26.18,26.12,26.18,26.18,26.43,26.43,26.62,26.75,26.12,26.56,26.31,26.18
0:25:56,-4.878,-2.203,-0.123,26.18,26.31,26.18,26.81,26.75,26.75,26.62,26.68,26.43,26.31,26.31,26.62,26.56,26.81,26.81,26.87,26.25,26.37,26.18,26.5,26.62,26.5,26.43,26.62,26.43,26.12,25.93,26.31,26.62,26.62,26.5,26.93,26.37,26.31,26.37,26.56,26.5,26.43,26.62,26.81,26.18,26.12,26.18,26.18,26.43,26.43,26.62,26.75,26.12,26.56,26.31,26.18
0:26:26,-4.878,-2.203,-0.123,26.18,26.31,26.18,26.81,26.75,26.75,26.62,26.68,26.43,26.31,26.31,26.62,26.56,26.75,26.81,26.87,26.25,26.31,26.18,26.5,26.62,26.5,26.43,26.62,26.43,26.12,25.93,26.31,26.56,26.62,26.5,26.93,26.37,26.31,26.37,26.56,26.5,26.43,26.62,26.81,26.25,26.12,26.18,26.18,26.5,26.43,26.62,26.75,26.12,26.56,26.31,26.18
0:26:56,-4.878,-2.203,-0.122,26.18,26.31,26.18,26.75,26.75,26.75,26.62,26.68,26.43,26.31,26.31,26.62,26.56,26.81,26.81,26.87,26.25,26.31,26.18,26.5,26.62,26.5,26.43,26.62,26.5,26.12,25.93,26.31,26.56,26.62,26.5,26.93,26.37,26.25,26.37,26.56,26.5,26.43,26.62,26.81,26.18,26.12,26.18,26.18,26.43,26.43,26.62,26.68,26.12,26.56,26.31,26.18
0:27:26,-4.878,-2.203,-0.123,26.18,26.31,26.18,26.75,26.75,26.75,26.62,26.68,26.43,26.31,26.31,26.62,26.56,26.81,26.81,26.87,26.25,26.37,26.18,26.5,26.62,26.5,26.43,26.62,26.5,26.12,25.93,26.31,26.62,26.62,26.5,26.93,26.37,26.31,26.37,26.56,26.5,26.43,26.62,26.81,26.18,26.12,26.18,26.18,26.43,26.43,26.62,26.68,26.12,26.56,26.31,26.18
0:27:56,-4.877,-2.202,-0.123,26.18,26.31,26.18,26.75,26.75,26.75,26.62,26.68,26.43,26.31,26.31,26.62,26.56,26.81,26.81,26.87,26.25,26.31,26.18,26.5,26.62,26.5,26.43,26.62,26.43,26.12,25.93,26.31,26.56,26.62,26.5,26.87,26.37,26.31,26.37,26.56,26.5,26.43,26.62,26.81,26.18,26.06,26.18,26.18,26.43,26.43,26.62,26.75,26.12,26.56,26.31,26.18
0:28:26,-4.878,-2.203,-0.123,26.18,26.31,26.18,26.75,26.75,26.75,26.62,26.68,26.43,26.31,26.31,26.62,26.56,26.75,26.75,26.87,26.25,26.37,26.18,26.5,26.62,26.5,26.43,26.62,26.5,26.12,25.93,26.31,26.62,26.62,26.5,26.93,26.37,26.25,26.37,26.56,26.5,26.43,26.62,26.81,26.18,26.06,26.18,26.18,26.43,26.43,26.62,26.68,26.12,26.56,26.31,26.18
