Time,X,Y,Z,DCH01-01,DCH01-02,DCH01-03,DCH01-04,DCH01-05,DCH01-06,DCH01-07,DCH01-08,DCH02-01,DCH02-02,DCH02-03,DCH02-04,DCH02-05,DCH02-06,DCH02-07,DCH02-08,DCH03-01,DCH03-02,DCH03-03,DCH03-04,DCH03-05,DCH03-06,DCH03-07,DCH03-08,DCH04-01,DCH04-02,DCH04-03,DCH04-04,DCH04-05,DCH04-06,DCH04-07,DCH04-08,DCH05-01,DCH05-02,DCH05-03,DCH05-04,DCH05-05,DCH05-06,DCH05-07,DCH05-08,DCH06-01,DCH06-02,DCH06-03,DCH06-04,DCH06-05,DCH06-06,DCH06-07,DCH06-08,DCH07-01,DCH07-02,DCH07-03,DCH07-04
0:05:14,-4.86,-2.193,-0.126,25.75,25.81,25.68,26.25,26.25,26.31,26.25,26.37,26,25.87,25.87,26.12,26.06,26.37,26.43,26.56,25.75,25.81,25.75,26,26.12,26.06,26.12,26.31,26,25.68,25.5,25.87,26.12,26.25,26.18,26.56,25.87,25.87,26,26.12,26.06,26.06,26.25,26.5,25.75,25.62,25.81,25.75,26,26,26.25,26.37,25.62,26.12,25.87,25.68
0:05:44,-4.859,-2.193,-0.125,25.75,25.81,25.68,26.25,26.25,26.31,26.25,26.37,26,25.87,25.87,26.12,26.12,26.37,26.43,26.56,25.75,25.87,25.75,26,26.12,26.06,26.06,26.31,26,25.68,25.5,25.87,26.12,26.25,26.12,26.56,25.87,25.81,26,26.12,26.06,26.06,26.25,26.5,25.75,25.62,25.81,25.68,26,26,26.25,26.37,25.68,26.12,25.87,25.75
0:06:14,-4.859,-2.193,-0.124,25.75,25.81,25.68,26.25,26.25,26.31,26.25,26.37,26,25.87,25.87,26.12,26.12,26.37,26.37,26.56,25.75,25.81,25.75,26,26.12,26.06,26.06,26.31,26,25.62,25.5,25.87,26.12,26.25,26.12,26.56,25.87,25.81,26,26.12,26.06,26.06,26.25,26.43,25.75,25.62,25.81,25.68,26,26,26.31,26.37,25.62,26.12,25.87,25.75
0:06:44,-4.859,-2.193,-0.125,25.75,25.81,25.68,26.25,26.25,26.31,26.25,26.37,26,25.87,25.87,26.12,26.12,26.37,26.43,26.56,25.75,25.81,25.75,26,26.12,26.06,26.06,26.31,25.93,25.68,25.5,25.87,26.18,26.25,26.12,26.56,25.87,25.81,26,26.12,26.06,26.06,26.25,26.43,25.75,25.62,25.81,25.75,26,26,26.31,26.37,25.68,26.12,25.87,25.75
0:07:14,-4.859,-2.192,-0.125,25.75,25.87,25.68,26.25,26.25,26.31,26.25,26.37,26,25.87,25.87,26.12,26.12,26.31,26.37,26.56,25.75,25.81,25.75,26,26.12,26.06,26.06,26.31,25.93,25.68,25.5,25.87,26.12,26.25,26.12,26.56,25.87,25.81,26,26.06,26.06,26.06,26.25,26.43,25.75,25.62,25.81,25.68,26,26,26.25,26.37,25.62,26.12,25.81,25.68
0:07:44,-4.859,-2.192,-0.124,25.75,25.81,25.68,26.25,26.25,26.31,26.25,26.37,26,25.87,25.87,26.12,26.12,26.37,26.37,26.56,25.75,25.81,25.75,26,26.12,26.06,26.06,26.31,25.93,25.68,25.5,25.87,26.12,26.25,26.12,26.56,25.87,25.81,26,26.12,26.06,26.06,26.25,26.43,25.75,25.62,25.81,25.68,26,26,26.25,26.37,25.62,26.12,25.81,25.68
0:08:14,-4.859,-2.192,-0.125,25.75,25.81,25.68,26.25,26.25,26.31,26.25,26.37,26,25.81,25.87,26.12,26.12,26.37,26.43,26.56,25.75,25.81,25.75,26,26.12,26.06,26.06,26.25,25.93,25.68,25.5,25.87,26.18,26.25,26.12,26.56,25.87,25.81,26,26.12,26.06,26,26.25,26.43,25.75,25.62,25.75,25.75,26,26,26.31,26.37,25.62,26.18,25.81,25.68
0:08:44,-4.859,-2.193,-0.124,25.75,25.81,25.68,26.31,26.25,26.31,26.25,26.37,26,25.87,25.87,26.12,26.06,26.37,26.37,26.56,25.75,25.81,25.75,26,26.12,26.06,26.06,26.25,25.93,25.68,25.5,25.87,26.12,26.25,26.12,26.56,25.87,25.81,26,26.12,26.06,26.06,26.25,26.5,25.75,25.62,25.81,25.68,26,26,26.25,26.37,25.62,26.18,25.87,25.75
0:09:14,-4.859,-2.193,-0.125,25.75,25.81,25.68,26.25,26.25,26.31,26.25,26.31,26,25.87,25.87,26.12,26.06,26.31,26.37,26.56,25.75,25.87,25.75,26,26.12,26.06,26.06,26.31,26,25.68,25.5,25.87,26.12,26.25,26.12,26.56,25.87,25.81,26,26.06,26.06,26.06,26.25,26.43,25.75,25.62,25.75,25.68,26,26,26.25,26.37,25.62,26.12,25.87,25.68
0:09:44,-4.859,-2.192,-0.125,25.75,25.81,25.68,26.25,26.25,26.31,26.25,26.31,26,25.87,25.87,26.12,26.06,26.37,26.37,26.56,25.75,25.81,25.68,26,26.12,26.06,26.06,26.25,25.93,25.68,25.5,25.87,26.18,26.25,26.12,26.56,25.87,25.81,26,26.12,26.06,26,26.25,26.43,25.75,25.62,25.81,25.68,26,26,26.25,26.37,25.68,26.12,25.87,25.68
0:10:14,-4.859,-2.192,-0.125,25.75,25.81,25.68,26.25,26.25,26.31,26.25,26.37,26,25.87,25.87,26.12,26.06,26.37,26.37,26.56,25.75,25.81,25.75,26,26.12,26.06,26.06,26.25,25.93,25.68,25.5,25.87,26.12,26.25,26.18,26.56,25.87,25.81,26,26.06,26.06,26,26.25,26.43,25.75,25.62,25.81,25.68,26,26,26.25,26.37,25.62,26.12,25.87,25.68
0:10:44,-4.859,-2.192,-0.124,25.75,25.81,25.68,26.25,26.25,26.31,26.25,26.31,26,25.87,25.87,26.12,26.06,26.31,26.37,26.56,25.75,25.81,25.75,26,26.12,26.06,26.06,26.31,25.93,25.68,25.5,25.87,26.12,26.25,26.12,26.56,25.87,25.81,26,26.06,26.06,26.06,26.25,26.43,25.75,25.62,25.75,25.68,26,26,26.25,26.37,25.62,26.12,25.81,25.75
0:11:14,-4.859,-2.192,-0.125,25.75,25.81,25.68,26.25,26.25,26.31,26.25,26.37,26,25.87,25.87,26.12,26.06,26.37,26.37,26.56,25.75,25.81,25.68,26,26.12,26.06,26.06,26.31,25.93,25.68,25.5,25.87,26.12,26.25,26.12,26.56,25.87,25.81,26,26.06,26.06,26.06,26.25,26.5,25.75,25.62,25.81,25.68,26,26,26.25,26.37,25.62,26.18,25.87,25.75
0:11:44,-4.859,-2.193,-0.125,25.75,25.81,25.68,26.25,26.25,26.31,26.25,26.37,26,25.87,25.87,26.12,26.12,26.37,26.37,26.56,25.75,25.81,25.75,26,26.12,26.06,26.06,26.25,25.93,25.68,25.5,25.87,26.12,26.25,26.12,26.56,25.87,25.81,26,26.06,26.06,26,26.25,26.43,25.75,25.62,25.81,25.68,26,26,26.25,26.37,25.62,26.18,25.87,25.75
0:12:14,-4.86,-2.192,-0.125,25.75,25.81,25.68,26.25,26.25,26.31,26.25,26.31,26,25.81,25.87,26.12,26.12,26.31,26.37,26.56,25.75,25.81,25.75,26,26.12,26.06,26.06,26.25,25.93,25.68,25.5,25.87,26.12,26.25,26.12,26.56,25.87,25.81,26,26.06,26.06,26.06,26.25,26.43,25.75,25.62,25.81,25.68,26,26,26.25,26.37,25.62,26.18,25.87,25.75
0:12:44,-4.859,-2.193,-0.125,25.75,25.81,25.68,26.25,26.25,26.31,26.25,26.31,26,25.87,25.87,26.12,26.06,26.31,26.37,26.56,25.75,25.87,25.75,26,26.12,26.06,26.06,26.25,25.93,25.62,25.5,25.87,26.12,26.25,26.12,26.56,25.87,25.81,26,26.06,26.06,26,26.25,26.43,25.75,25.62,25.81,25.68,26,26,26.25,26.37,25.62,26.18,25.87,25.68
0:13:14,-4.859,-2.192,-0.124,25.75,25.81,25.68,26.25,26.25,26.31,26.25,26.31,26,25.87,25.87,26.12,26.06,26.31,26.37,26.56,25.75,25.81,25.75,26,26.12,26.06,26.06,26.25,25.93,25.68,25.5,25.87,26.12,26.25,26.12,26.56,25.87,25.87,26,26.06,26.06,26.06,26.25,26.43,25.75,25.62,25.75,25.68,26,26,26.25,26.37,25.62,26.18,25.87,25.68
0:13:44,-4.859,-2.193,-0.125,25.75,25.81,25.68,26.25,26.25,26.31,26.25,26.31,26,25.87,25.87,26.12,26.06,26.31,26.37,26.5,25.75,25.81,25.75,26,26.12,26.06,26.06,26.25,25.93,25.62,25.5,25.87,26.12,26.25,26.12,26.56,25.87,25.81,26,26.06,26.06,26,26.25,26.43,25.75,25.62,25.75,25.68,26,26,26.25,26.37,25.62,26.12,25.87,25.68
0:14:14,-4.859,-2.193,-0.125,25.75,25.81,25.68,26.25,26.25,26.31,26.25,26.31,26,25.81,25.87,26.12,26.06,26.37,26.37,26.56,25.75,25.81,25.68,26,26.12,26.06,26.06,26.25,25.93,25.68,25.5,25.87,26.12,26.25,26.12,26.56,25.87,25.81,26,26.06,26.06,26,26.25,26.43,25.75,25.62,25.81,25.68,26,26,26.25,26.37,25.62,26.12,25.81,25.75
0:14:44,-4.859,-2.192,-0.125,25.75,25.81,25.68,26.25,26.25,26.31,26.25,26.31,26,25.87,25.87,26.12,26.06,26.31,26.37,26.56,25.75,25.81,25.75,26,26.12,26.06,26.06,26.25,25.93,25.68,25.5,25.87,26.12,26.25,26.12,26.56,25.87,25.81,26,26.06,26.06,26.06,26.25,26.43,25.75,25.62,25.81,25.68,26,26,26.25,26.37,25.62,26.12,25.87,25.75
0:15:14,-4.86,-2.193,-0.126,25.75,25.81,25.68,26.25,26.25,26.31,26.25,26.31,26,25.87,25.87,26.12,26.06,26.31,26.37,26.5,25.75,25.81,25.68,26,26.12,26.06,26.06,26.25,25.93,25.68,25.5,25.87,26.12,26.25,26.12,26.56,25.87,25.81,26,26.12,26.06,26,26.25,26.43,25.75,25.62,25.75,25.68,26,26,26.25,26.37,25.68,26.06,25.87,25.68
0:15:44,-4.859,-2.193,-0.124,25.75,25.81,25.68,26.25,26.25,26.31,26.25,26.31,26,25.87,25.87,26.12,26.06,26.31,26.37,26.56,25.75,25.81,25.68,26,26.12,26.06,26.06,26.25,25.93,25.62,25.5,25.87,26.12,26.25,26.12,26.56,25.87,25.81,26,26.06,26.06,26,26.25,26.43,25.75,25.62,25.75,25.68,26,26,26.25,26.37,25.62,26.06,25.81,25.68
0:16:14,-4.859,-2.193,-0.124,25.75,25.81,25.68,26.25,26.25,26.31,26.25,26.31,26,25.81,25.87,26.12,26.06,26.31,26.37,26.5,25.75,25.81,25.75,26,26.12,26.06,26.06,26.25,25.93,25.62,25.5,25.87,26.12,26.18,26.12,26.56,25.87,25.81,26,26.06,26.06,26,26.25,26.43,25.75,25.62,25.75,25.68,26,26,26.25,26.37,25.62,26.12,25.81,25.68
0:16:44,-4.859,-2.193,-0.125,25.75,25.81,25.68,26.25,26.25,26.31,26.25,26.31,26,25.81,25.87,26.12,26.06,26.31,26.37,26.5,25.75,25.81,25.68,26,26.12,26.06,26.06,26.25,25.93,25.62,25.5,25.87,26.12,26.25,26.12,26.56,25.87,25.81,26,26.06,26.06,26,26.25,26.43,25.75,25.62,25.75,25.68,26,26,26.25,26.37,25.68,26.12,25.87,25.68
0:17:14,-4.86,-2.193,-0.125,25.75,25.81,25.68,26.25,26.25,26.31,26.25,26.31,26,25.87,25.87,26.12,26.06,26.31,26.37,26.5,25.75,25.81,25.68,26,26.12,26.06,26.06,26.25,25.93,25.62,25.5,25.87,26.12,26.25,26.12,26.56,25.87,25.81,26,26.06,26.06,26,26.25,26.43,25.75,25.62,25.75,25.68,26,26,26.25,26.37,25.68,26.12,25.87,25.68
0:17:44,-4.86,-2.193,-0.125,25.75,25.81,25.68,26.25,26.25,26.31,26.18,26.31,26,25.81,25.81,26.12,26.06,26.31,26.37,26.5,25.75,25.81,25.75,26,26.12,26.06,26.06,26.25,25.93,25.62,25.5,25.87,26.12,26.25,26.12,26.56,25.87,25.81,26,26.06,26.06,26,26.25,26.43,25.75,25.62,25.75,25.68,26,26,26.25,26.37,25.62,26.12,25.87,25.75
0:18:14,-4.86,-2.193,-0.125,25.75,25.81,25.68,26.25,26.25,26.31,26.18,26.31,26,25.81,25.87,26.12,26.06,26.31,26.37,26.5,25.75,25.81,25.68,26,26.12,26.06,26.06,26.25,25.93,25.62,25.5,25.87,26.12,26.25,26.12,26.56,25.87,25.81,26,26.06,26,26,26.25,26.43,25.75,25.62,25.75,25.68,26,26,26.25,26.37,25.62,26.12,25.87,25.68
0:18:44,-4.86,-2.193,-0.123,25.75,25.81,25.68,26.25,26.25,26.31,26.25,26.31,25.93,25.87,25.81,26.12,26.06,26.31,26.37,26.5,25.75,25.81,25.68,26,26.12,26.06,26.06,26.25,25.93,25.68,25.5,25.87,26.12,26.18,26.12,26.56,25.87,25.81,26,26.06,26.06,26,26.25,26.43,25.75,25.62,25.75,25.68,26,26,26.25,26.37,25.62,26.12,25.81,25.68
0:19:14,-4.86,-2.192,-0.124,25.75,25.81,25.68,26.25,26.25,26.31,26.25,26.31,25.93,25.81,25.87,26.12,26.06,26.31,26.37,26.5,25.75,25.81,25.68,26,26.12,26.06,26.06,26.25,26,25.62,25.5,25.87,26.12,26.18,26.12,26.56,25.87,25.81,26,26.06,26.06,26,26.25,26.43,25.75,25.62,25.75,25.68,26,26,26.25,26.37,25.62,26.12,25.87,25.75
0:19:44,-4.859,-2.192,-0.125,25.75,25.81,25.68,26.25,26.25,26.31,26.18,26.31,26,25.87,25.87,26.12,26.06,26.31,26.37,26.5,25.75,25.81,25.68,26,26.12,26.06,26.06,26.25,25.93,25.68,25.5,25.87,26.12,26.18,26.12,26.56,25.87,25.81,26,26.06,26.06,26,26.25,26.43,25.75,25.62,25.75,25.68,26,26,26.25,26.37,25.62,26.12,25.81,25.68
0:20:14,-4.86,-2.192,-0.125,25.75,25.81,25.68,26.25,26.25,26.31,26.18,26.31,26,25.81,25.87,26.12,26.06,26.31,26.37,26.5,25.75,25.81,25.75,26,26.12,26.06,26.06,26.25,25.93,25.62,25.5,25.87,26.12,26.18,26.12,26.56,25.87,25.81,26,26.06,26,26,26.25,26.43,25.75,25.62,25.75,25.68,26,26,26.25,26.37,25.62,26.06,25.81,25.68
0:20:44,-4.859,-2.192,-0.125,25.75,25.81,25.68,26.25,26.25,26.31,26.25,26.31,26,25.81,25.87,26.12,26.06,26.31,26.37,26.5,25.75,25.81,25.75,26,26.12,26.06,26.06,26.25,25.93,25.62,25.5,25.87,26.12,26.25,26.12,26.56,25.87,25.81,26,26.06,26.06,26,26.25,26.43,25.75,25.62,25.75,25.68,26,26,26.25,26.37,25.68,26.06,25.81,25.68
0:21:14,-4.86,-2.192,-0.125,25.75,25.81,25.68,26.25,26.25,26.31,26.18,26.31,25.93,25.81,25.87,26.12,26.06,26.31,26.37,26.5,25.75,25.81,25.68,26,26.12,26.06,26.06,26.25,25.93,25.62,25.5,25.87,26.12,26.25,26.12,26.56,25.87,25.81,26,26.06,26.06,26,26.25,26.43,25.75,25.62,25.75,25.68,26,26,26.25,26.37,25.62,26.12,25.81,25.68
0:21:44,-4.859,-2.192,-0.125,25.68,25.81,25.68,26.25,26.25,26.31,26.25,26.31,25.93,25.81,25.87,26.12,26.06,26.31,26.37,26.5,25.75,25.81,25.68,26,26.12,26.06,26.06,26.25,25.93,25.62,25.5,25.87,26.12,26.25,26.12,26.5,25.87,25.81,26,26.06,26.06,26,26.25,26.43,25.75,25.62,25.75,25.68,26,26,26.25,26.37,25.62,26.12,25.87,25.68
0:22:14,-4.86,-2.192,-0.126,25.75,25.81,25.68,26.25,26.25,26.31,26.18,26.31,26,25.81,25.81,26.12,26.06,26.31,26.37,26.5,25.75,25.81,25.68,26,26.12,26.06,26.06,26.25,25.93,25.62,25.5,25.87,26.12,26.18,26.12,26.56,25.87,25.81,26,26.06,26.06,26,26.25,26.43,25.75,25.62,25.75,25.68,26,26,26.25,26.31,25.62,26.12,25.81,25.68
0:22:44,-4.86,-2.193,-0.125,25.75,25.81,25.68,26.25,26.25,26.31,26.18,26.31,25.93,25.81,25.81,26.12,26.06,26.31,26.37,26.5,25.75,25.81,25.68,26,26.12,26.06,26.06,26.25,25.93,25.62,25.5,25.87,26.12,26.18,26.12,26.56,25.87,25.81,26,26.06,26.06,26,26.25,26.43,25.75,25.62,25.75,25.68,26,26,26.25,26.31,25.62,26.12,25.81,25.68
0:23:14,-4.86,-2.192,-0.125,25.75,25.81,25.68,26.25,26.25,26.31,26.25,26.31,25.93,25.81,25.81,26.12,26.06,26.31,26.37,26.5,25.75,25.81,25.68,26,26.12,26.06,26.06,26.25,25.93,25.62,25.5,25.81,26.12,26.18,26.12,26.56,25.87,25.81,26,26.06,26,26,26.25,26.43,25.75,25.62,25.75,25.68,26,26,26.25,26.31,25.62,26.12,25.81,25.68
0:23:44,-4.859,-2.192,-0.125,25.75,25.81,25.68,26.25,26.25,26.31,26.18,26.31,25.93,25.81,25.81,26.12,26.06,26.31,26.37,26.5,25.75,25.81,25.68,26,26.12,26.06,26.06,26.25,25.93,25.62,25.5,25.81,26.12,26.18,26.12,26.56,25.87,25.81,26,26.06,26.06,26,26.25,26.43,25.75,25.62,25.75,25.68,26,26,26.25,26.31,25.62,26.12,25.81,25.68
0:24:14,-4.859,-2.193,-0.125,25.75,25.81,25.68,26.25,26.25,26.31,26.18,26.31,26,25.81,25.81,26.12,26.06,26.31,26.37,26.5,25.75,25.81,25.68,26,26.12,26.06,26.06,26.25,25.93,25.62,25.5,25.87,26.12,26.18,26.12,26.56,25.87,25.81,26,26.06,26,26,26.25,26.43,25.75,25.62,25.75,25.68,26,26,26.25,26.31,25.62,26.12,25.81,25.68
0:24:44,-4.86,-2.192,-0.124,25.68,25.81,25.68,26.25,26.25,26.31,26.18,26.31,25.93,25.81,25.87,26.12,26.06,26.31,26.37,26.5,25.75,25.81,25.68,26,26.12,26.06,26.06,26.25,25.93,25.62,25.5,25.87,26.12,26.18,26.12,26.56,25.87,25.81,26,26.06,26.06,26,26.25,26.43,25.75,25.62,25.75,25.68,26,26,26.25,26.31,25.62,26.12,25.81,25.68
0:25:14,-4.86,-2.192,-0.124,25.75,25.81,25.68,26.25,26.25,26.31,26.18,26.31,25.93,25.81,25.87,26.12,26.06,26.31,26.37,26.5,25.75,25.81,25.68,26,26.12,26.06,26.06,26.25,25.93,25.62,25.5,25.81,26.12,26.18,26.12,26.56,25.87,25.81,26,26.06,26,26,26.18,26.43,25.68,25.62,25.75,25.68,26,26,26.25,26.31,25.62,26.12,25.81,25.68
0:25:44,-4.86,-2.192,-0.125,25.75,25.81,25.68,26.25,26.25,26.31,26.25,26.31,25.93,25.81,25.81,26.12,26.06,26.31,26.37,26.5,25.75,25.81,25.68,26,26.12,26.06,26.06,26.25,25.93,25.62,25.5,25.81,26.12,26.18,26.12,26.56,25.87,25.81,26,26.06,26,26,26.18,26.43,25.75,25.62,25.75,25.68,26,26,26.25,26.31,25.62,26.12,25.87,25.68
0:26:14,-4.86,-2.193,-0.125,25.75,25.81,25.68,26.25,26.25,26.25,26.18,26.31,25.93,25.81,25.81,26.12,26.06,26.31,26.37,26.5,25.75,25.81,25.68,26,26.12,26.06,26.06,26.25,25.93,25.62,25.5,25.87,26.12,26.18,26.12,26.5,25.87,25.81,25.93,26.06,26,26,26.18,26.43,25.75,25.62,25.75,25.68,26,26,26.25,26.31,25.62,26.12,25.81,25.68
0:26:44,-4.859,-2.192,-0.124,25.75,25.81,25.68,26.25,26.25,26.31,26.18,26.31,25.93,25.81,25.81,26.12,26.06,26.31,26.37,26.5,25.75,25.81,25.68,26,26.12,26.06,26.06,26.25,25.93,25.62,25.5,25.87,26.12,26.18,26.12,26.56,25.87,25.81,26,26.06,26,26,26.18,26.43,25.75,25.62,25.75,25.68,26,26,26.25,26.31,25.62,26.12,25.87,25.68
0:27:14,-4.859,-2.192,-0.125,25.75,25.81,25.68,26.25,26.25,26.31,26.18,26.31,25.93,25.81,25.81,26.12,26.06,26.31,26.37,26.5,25.75,25.81,25.68,26,26.12,26,26.06,26.25,25.93,25.62,25.5,25.87,26.12,26.18,26.12,26.5,25.87,25.81,25.93,26.06,26,26,26.18,26.43,25.75,25.62,25.75,25.68,26,26,26.25,26.31,25.62,26.12,25.81,25.68
0:27:44,-4.86,-2.192,-0.125,25.75,25.81,25.68,26.25,26.25,26.31,26.18,26.31,25.93,25.81,25.81,26.12,26.06,26.31,26.37,26.5,25.75,25.81,25.68,26,26.12,26.06,26.06,26.25,25.93,25.62,25.5,25.81,26.12,26.18,26.12,26.5,25.87,25.81,25.93,26.06,26,26,26.18,26.43,25.75,25.62,25.75,25.68,26,26,26.25,26.31,25.62,26.12,25.87,25.68
0:28:14,-4.859,-2.192,-0.125,25.75,25.81,25.68,26.25,26.25,26.25,26.18,26.31,25.93,25.81,25.81,26.12,26.06,26.31,26.37,26.5,25.75,25.81,25.68,26,26.12,26.06,26.06,26.25,25.93,25.62,25.5,25.81,26.12,26.18,26.12,26.5,25.87,25.81,25.93,26.06,26,26,26.18,26.43,25.75,25.62,25.75,25.68,26,26,26.25,26.31,25.62,26.12,25.81,25.68
0:28:44,-4.86,-2.192,-0.124,25.75,25.81,25.68,26.25,26.25,26.25,26.18,26.31,25.93,25.81,25.81,26.12,26.06,26.31,26.37,26.5,25.75,25.81,25.68,26,26.12,26,26.06,26.25,25.93,25.62,25.5,25.81,26.12,26.18,26.12,26.5,25.87,25.81,26,26.06,26,26,26.25,26.43,25.75,25.62,25.75,25.68,26,26,26.25,26.31,25.62,26.06,25.81,25.68
0:29:14,-4.86,-2.192,-0.124,25.75,25.81,25.68,26.25,26.25,26.25,26.18,26.31,25.93,25.81,25.87,26.12,26.06,26.31,26.37,26.5,25.75,25.81,25.68,26,26.12,26.06,26.06,26.25,25.93,25.62,25.5,25.81,26.12,26.18,26.12,26.5,25.87,25.81,25.93,26.06,26,26,26.18,26.43,25.75,25.62,25.75,25.68,26,26,26.25,26.31,25.62,26.12,25.81,25.68
0:29:45,-4.859,-2.192,-0.124,25.75,25.81,25.68,26.25,26.25,26.25,26.18,26.31,25.93,25.81,25.81,26.12,26.06,26.31,26.37,26.5,25.75,25.81,25.68,26,26.12,26.06,26.06,26.25,25.93,25.62,25.5,25.81,26.12,26.18,26.12,26.5,25.87,25.81,25.93,26.06,26,26,26.18,26.43,25.75,25.62,25.75,25.68,26,26,26.18,26.31,25.62,26.06,25.81,25.68
